sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
"preço justo , bom atendimento comida ótima",0,0,1,0,0,0,1,1
ótimo local,0,0,0,1,0,0,0,0
excelent restaurant na cachoeirinha .,0,0,0,1,0,0,0,0
"lugar tradicion de um buteco ao lado do teatro em manau , experiment os bolinho de bacalhau .",0,0,1,1,0,0,0,0
ótima comida e preço bom .,0,0,1,0,0,0,1,0
"ótimo bar local para um lanch rápido , com cerveja locai e conversar com pessoa locai agradávei !",1,1,1,0,0,0,0,0
é um simpático restaurant de peix amazônico próximo ao hotel em que estiv hospedado ( blue tree premium ) .,0,0,0,1,0,0,0,0
"melhor picanha , filé , linguiça com queijo , steak de alcatra na parrilla , além de ter carn tradicionai , bebida e sobremesa e o que mai você quiser pedir !",0,1,1,0,0,0,0,0
"excelent atendimento , serviço muito rápido e tudo uma delícia ...",0,0,1,0,0,0,0,1
"otimo lugar , prato delicioso , ambient familiar",1,0,1,1,0,0,0,0
o melhor restaurant de peix gourmet de manau !,0,0,1,0,0,0,0,0
"o cooki surpreendeu é bom , um pouco doce como a maioria do doce brasileiro , ma e bom",0,0,1,0,0,0,0,0
"ótimo restaurant para quem aprecia um boa culinária chinesa , bem localizado e com ótimo funcionai e preço justo .",0,0,1,0,1,0,1,1
"um ótimo lugar para reunir os amigo e a família , para degustar de uma excelent culinária region ... ótimo atendimento e uma comida de excelência !",0,0,1,1,0,0,0,1
"ótimo restaurant , cardápio repleto de comida gostosa e com sabor divino .",0,0,1,1,0,0,0,0
"um lugar super aconchegant , com excelent atendent e comida !",1,0,1,0,0,0,0,1
atendimento nota 10 preço justo e cerveja geladissima,0,1,0,0,0,0,1,1
talvez irei uma próxima vez para ver se a experiência é melhor .,0,0,0,1,0,0,0,0
carn suculenta e saborosa !,0,0,1,0,0,0,0,0
carta de vinho ótima também .,0,1,0,0,0,0,0,0
"restaurant temático , atendimento diferenciado , comida nordestina maravilhosa , suco delicioso , música diversificada .",1,1,1,1,0,0,0,1
un do melhor lugar pra se comer em manau .,0,0,0,1,0,0,0,0
restaurant top .,0,0,0,1,0,0,0,0
"lugar bonito , prato e bebida excelent , o princip problema seria a fila imensa para se conseguir uma mesa",1,0,1,0,0,0,0,0
"excelent restaurant , provavelment o melhor de manau .",0,0,0,1,0,0,0,0
"comida excelent , atendimento de alto padrão , agradecimento especi ao michel que no atendeu muito bem .",0,0,1,0,0,0,0,1
bare badalado na mesma rua perdem em atendimento .,0,0,0,1,0,0,0,1
"o restaurant fez um ótimo atendimento , as recepcionista sempr disposta a auxiliar , comida excelent com atendimento rápido e prático , o garçom senna sempr disposto a atend de forma prática e rápida e atencioso !",0,0,1,0,0,0,0,1
melhor restaurant com a minha esposa linda ! !,0,0,0,1,0,0,0,0
"um do bare mai agitado de manau , vale a pena passar a noit no karaok com amigo pra cantar e se divertir .",1,0,0,0,0,0,0,0
"a dica : o banzeiro dá de dez no alentejo , em sabor , em serviço e o custo benefício é infinitament melhor .",0,0,1,0,0,0,1,1
foi muitooo top,0,0,0,0,0,1,0,0
"para os amant da carn , é uma excelent opção !",0,0,1,0,0,0,0,0
o banzeiro é um bom restaurant para se degustar a legítima comida manauara e que faz part da associação do prato da boa lembrança .,0,0,1,0,0,0,0,0
"o ponto fort é a variedad de prato , incrível .",0,0,1,0,0,0,0,0
muito interessant a decoração do ambient se não me engano é uma rede e tem uma 3 cachaçaria a que fui fica no shop manauara comida típica gourmet ótima encontrei no menu até o famoso joelho de porco alemão ( muito bom tb ) como o lugar ... mai,1,0,1,1,0,0,0,0
com prato variado de fruto do mar e tem uma área kid muito boa para deixar as criança .,1,0,1,0,0,0,0,0
com atendimento top !,0,0,0,0,0,0,0,1
um local familiar ......,0,0,0,1,0,0,0,0
surpreendent restaurant na capit amazonens .,0,0,0,1,0,0,0,0
"atendimento excelent pelo afonso , atencioso , comida deliciosa , ambient agradável , música ao vivo .. espetacular",1,0,1,0,0,0,0,1
"outro ponto negativo é não pode escolh o ponto da carn , bem como os garçon são muito apressado na retirada do prato , além disso , as bebida são cara .",0,0,0,0,0,0,1,1
amei ... atendimento e cordialidad excelent ... cerveja estupidament gelada ... música boa e agradável à todo os gosto ... excelent ... sensacion ...,1,1,0,0,0,0,0,1
lugar aconchegant e comida excelent !,0,0,1,1,0,0,0,0
melhor restaurant e churrascaria que já visitei .,0,0,0,1,0,0,0,0
"não recomendo para ninguém , ma se quiser passar raiva e ficar chateado é um ótimo lugar para isto .",0,0,0,1,0,0,0,0
e estou sem palavra pra dizer o quão gostoso é a picanha no bafo dest restaurant . ?,0,0,1,0,0,0,0,0
"variedad em bebida e petisco e prato quent e frio , o ambient é ótimo , a part ruim fica por conta do banheiro apertado e não tão bem cheiroso e o preço um pouco elevado .",1,1,1,0,0,0,1,0
lugar muito bom,0,0,0,1,0,0,0,0
comida muito boa .,0,0,1,0,0,0,0,0
"péssima experiência , buffet pobr , carn dura , pouca guarniçõ , não recomendo , além disso , preço caro , pelo custo x benefício !",0,0,1,1,0,0,1,0
"ambient super agradável , atendimento simpático e simpl , carn de excelent paladar , custo benefício atrativo .",1,0,1,0,0,0,1,1
"o único ponto negativo , justificado pela escala do funcionário , é que se perdiam com facilidad , os pedido demoram um pouco ma compensam na qualidad apresentada , preço justo de r $ 65,0 , faz valer o investimento .",0,0,1,0,0,0,1,1
"preço justo e comida excelent , vale cada centavo !",0,0,1,0,0,0,1,0
"e cada um que for , terá a sua própria experiência se vale retorno ou não ao restaurant , eu gostei muito , se puder voltarei .",0,0,0,1,0,0,0,0
"local agradável , boa musica e comida excelent .",1,0,1,1,0,0,0,0
"pizza de ótima , atendend excelent rosalinda",0,0,1,0,0,0,0,1
"ambient agradável , musica muito boa , destacando o atendimento excelent do garçom afonso ele fez a diferença nessa experiência ótima postura e sempr cortez e educado , melhor atendimento que já tivemo com certeza voltaremo",1,0,0,0,0,0,0,1
excelent lugar pra escutar música boa e beber drink barato .,1,0,0,0,0,0,1,0
"indico para todo que queiram conhec , seja na companhia de familiar , amigo , namorado ou até mesmo sozinho .",0,0,0,1,0,0,0,0
"local muito aconchegant , atendimento excelent .",1,0,0,0,0,0,0,1
"carn muito saborosa , porém , pouca variedad .",0,0,1,0,0,0,0,0
ótimo custo x benefício .,0,0,0,0,0,0,1,0
restaurant portuguê de excelent qualidad e preço caro .,0,0,0,1,0,0,1,0
"no assunto comida boa , eu encontrei o lugar perfeito .",0,0,1,0,0,0,0,0
"no mai , excelent restaurant .",0,0,0,1,0,0,0,0
"ambient bom e familiar , bem aconchegant , a comida sempr bem feita , o atendimento maravilhoso especificament do josé gregório um ser humano incrível , voltaremo sempr .",1,0,1,0,0,0,1,1
infelizment nosso coco bambu já foi melhor .,0,0,0,1,0,0,0,0
"excelent , churrasco de primeira qualidad , buffet sortido , cerveja extremament gelada , ambient agradável , ideal para confraternização , negócio ou para reunir a turma de amigo ... recomendo ..",1,1,1,0,0,0,0,0
vinho branco alantejano perfeito .,0,1,0,0,0,0,0,0
a melhor pizzaria de manau ! !,0,0,0,1,0,0,0,0
um ótimo ambient vale apena,1,0,0,1,0,0,0,0
"adoro ess lugar , um restaurant charmoso e aconchegant , familiar e jovial , atendimento de qualidad e os prato maravilhoso .",0,0,1,1,0,0,0,1
melhor carn de sol de manau,0,0,1,0,0,0,0,0
o ambient melhor ainda .,1,0,0,0,0,0,0,0
"local ideal para reunir amigo , confraternizaçõ levar a família e saborear da deliciosa carn .",0,0,1,1,0,0,0,0
"restaurant super acolhedor , ótimo ambient , comida sensacionai .. só agradec ao sr. jorg e o senna que no atenderam super bem , prestativo , atencioso , e muito profissionai , principalment com a minha mãe , que era aniversariant da noit .. deixo aqui meu muito obrigada ..",1,0,1,1,0,0,0,1
excelent restaurant .,0,0,0,1,0,0,0,0
uma da melhor pizza de manau há algun ano .,0,0,1,0,0,0,0,0
excelent profissionai .,0,0,0,0,0,0,0,1
"excelent local para se divertir com amigo , uma boa música , lugar simpl e aconchegant pela história , no carnav então sem comentário !",1,0,0,1,0,0,0,0
carn deliciosa e as salada são maravilhosa .. música boa e atendimento excelent .,1,0,1,0,0,0,0,1
"local com ótima localização , atendimento bom , preço justo e cardápio excepcion ... recomendo a costela de tambaqui empanada na farinha do uarini ... local que levo amigo para conhec as iguaria amazônica ... mai",0,0,1,0,1,0,1,1
"excelent , melhor comida region com requint .",0,0,1,0,0,0,0,0
"a única ressalva é qto as estacionamento que possui apena 2 vaga na frent e a rua quas sempr cheia de veiculo estacionado , destaqu para a pared viva na frent da loja.mai",0,0,0,0,1,0,0,0
excelent atendimento e preço justo .,0,0,0,0,0,0,1,1
preço alto .,0,0,0,0,0,0,1,0
"o preço tá alto , a qualidad e quantidad da porçõ estão depriment , a carn vem com meio quilo de gordura derramando óleo e ignoram o ponto que o client pede ... foi trist essa última experiência !",0,0,1,1,0,0,1,0
"um excelent lugar para se conhec peix , o atendimento excelent muito maravilhoso",0,0,1,0,0,0,0,1
parabén excelent lugar ambient familiar ? ?,1,0,0,1,0,0,0,0
ótimo lugar para quem quer sair da rotina com ambient agradável e pessoa bonita,1,0,0,1,0,0,0,0
ambient aconchegant,1,0,0,0,0,0,0,0
ótima churrascaria com uma variedad muito grand de prato,0,0,1,1,0,0,0,0
recepção atenciosa e ambient aconchegant .,1,0,0,0,0,0,0,1
excelent atendimento !,0,0,0,0,0,0,0,1
"ambient excelent picanha top atendimento muito bom pessoal atencioso e cordial , bom para ir com a familia ou sozinho tambem fornec servico de transfer de client",1,0,1,0,0,0,0,1
é um bom restaurant .,0,0,0,1,0,0,0,0
"deveria ser region , com preço acessívei .",0,0,0,0,0,0,1,0
"restaurant agradável , serviço bom atencioso .",0,0,0,1,0,0,0,1
"comida deliciosa , atendimento muito bom e preço razoavelment justo .",0,0,1,0,0,0,1,1
"ótimo atendimento , requint , boa música , ambient romântico , familiar e para uma boa reunião entr amigo e negócio .",1,0,0,0,0,0,0,1
um lugar perfeito se pra se reunir em grupo .,0,0,0,1,0,0,0,0
"ambient aconchegant e agradável , ideal para pequeno grupo .",1,0,0,0,0,0,0,0
local claro e com música ambient .,1,0,0,0,0,0,0,0
"lugar agradável , ótimo atendimento , cardápio delicioso .",1,0,1,0,0,0,0,1
"restaurant maravilhoso , do atendimento do funcionário todo solícito e educado , ambient lindíssimo e confortável .. comida gostosa demai .. lado ruim do estabelecimento são os preço , um verdadeiro assalto a mão armada , uma tigela de arroz pequena , uma porção de brócoli refogado e trê pedaço pequeno de bacalhau por 370 reai ... portanto quem não quer gastar muito , não índico !",1,0,1,1,0,0,0,1
"boa comida e é uma ótima opção para quem gosta de uma boa carn , melhor picanha da cidad !",0,0,1,0,0,0,0,0
comida maravilhosa o preço que é um pouco caro dependendo do que for comer !,0,0,1,0,0,0,1,0
"péssima experiência , buffet pobr , carn dura , pouca guarniçõ , não recomendo , além disso , preço caro , pelo custo x benefício !",0,0,1,1,0,0,1,0
"o chopp local é muito bom .. o restaurant fica no primeiro piso , com janela enorm que têm vista para o teatro amazona .",1,1,0,0,0,0,0,0
"a isca vem numa tapioca típica da região nort , ma o garçom não explica que essa tapioca é super dura , horrível de comer , parec que vai quebrar o dent .",0,0,1,0,0,0,0,0
aqui tem a melhor picanha e as melhor carn nobr de manau,0,0,1,0,0,0,0,0
fico extremament feliz por perceb a evolução do serviço na minha cidad agora .,0,0,0,1,0,0,0,0
restaurant espetacular que mescla a culinária region com a art do melhor chef do paí ; localizado em um belíssimo prédio histórico com vista privilegiada para o teatro amazona .,1,0,1,1,0,0,0,1
"carn de sol super saborosa e com acompanhamento delicioso , preço acessível e ambient agradável .",1,0,1,0,0,0,1,0
tem estacionamento próprio .,0,0,0,0,1,0,0,0
"chop bem gelado , petisco nota mil .",0,1,1,0,0,0,0,0
"culinária amazônica de primeira qualidad , com preço moderado .",0,0,1,0,0,0,1,0
ambient agradável e música boa !,1,0,0,0,0,0,0,0
é um restaurant premiado com preço justo pela qualidad .,0,0,0,1,0,0,1,0
"tudo limpo , feito na hora e bom preço !",1,0,1,0,0,0,1,0
"excelent atendimento da garçonet venezuelana , excelent atendimento do churrasqueiro , delicioso pão de alho , ótima variedad e sabor da comida do self-servic - só houv doi detalh negativo : 1- a ilha da salada fria estava descoberta e havia mosca sobrevoando e pousando na verdura e legum .",0,0,1,0,0,0,0,1
restaurant rústico e o prato que degustamo foi simplesment sensacion .,0,0,1,1,0,0,0,0
"poi aqui encontramo bom atendimento , espaço amplo e agradável , com lugar para as criança se divertirem , estacionamento e o princip comida boa , aliá excelent e preço bom .",1,0,1,0,1,0,1,1
"atendimento excelent pelo rodrigo uchôa , comida tooooppp tudo uma delícia , com certeza voltarei !",0,0,1,0,0,0,0,1
"excelent atendimento , ambient maravilhoso e comida sensacion !",1,0,1,0,0,0,0,1
"ambient muito bom , bom atendimento , visual do rio tarumã é lindo no final de tard , prancha de aluguel de sup , boa gastronomia , agora no verão é perfeito",1,0,1,0,0,0,0,1
"achei bem agradável , ma tem pouca variedad de comida e se você quer conversar e comer não é um bom lugar poi vai muita gent e como o lugar é fechado você ouv a voz de todo mundo .",1,0,1,1,0,0,0,0
tem chope e cerveja internacionai .,0,1,0,0,0,0,0,0
@ lilasigridmacena olhaaaaa manaaa de repent essa seria a melhor opção !,0,0,0,1,0,0,0,0
lugar maravilhoso e os pastéi delicioso,0,0,1,1,0,0,0,0
"um do melhor carré que já comi , tem um arroz a parmegiana divino .. uma excelet carta de vinho e o melhor diversão garantida para criança ! !",1,1,1,0,0,0,0,0
"local bem aconchegant e funcionário relativament atencioso ... apena poderiam ser um pouco mai proativo , procurar os client não esperar que ele os procurem ... ma depoi q vc conquista o coração dele o atendimento é ótimo ...",1,0,0,0,0,0,0,1
local agradável e com pessoal super atencioso .,0,0,0,1,0,0,0,1
"tinha ido a primeira vez há 3ano , o local estava em melhor condiçõ e atendimento , hj ao voltar lá achamo meio bagunçado e o atendent faltando um pouco mai de educação , não que ele tenha sido mal educado , ma faltando melhor atendimento .",0,0,0,0,0,0,0,1
"a otima impressão ja começ quando cheguei apo as 23hr ( o local fica aberto até as 23h , ma devido uma fort chuva , a cidad parou ness dia , transito ruim , alagamento , etc ) e ele entenderam isso , tanto que a recepção ant de dizer um não , devido a hora , tratou de checar com a cozinha se poderiam ainda servir .",0,0,0,1,0,0,0,1
super indico sem medo de ser feliz ! !,0,0,0,1,0,0,0,0
"a carta de vinho é uma enganação , nunca tem o que você escolh , só o mai caro .",0,1,0,0,0,0,0,0
"é muito gostosa a comida , um ambient bem familiar , agradável ! ! !",1,0,1,0,0,0,0,0
recomendável !,0,0,0,1,0,0,0,0
as mesa são entalhada com algun do peix amazônico deixando a decoração super temática .,1,0,0,0,0,0,0,0
"açaí delicioso , atendimento muito bom !",0,0,1,0,0,0,0,1
ambient agradável e muito confortável .,1,0,0,0,0,0,0,0
obrigado excelent ambient !,1,0,0,0,0,0,0,0
boa comida .,0,0,1,0,0,0,0,0
"ambient aconchegant e bem limpo , culinária muito boa .",1,0,1,0,0,0,0,0
experiência maravilhosa !,0,0,0,1,0,0,0,0
lugar excelent,0,0,0,1,0,0,0,0
"comida region de qualidad , extremament saborosa , ambient agradável e um bom atendimento .",1,0,1,0,0,0,0,1
"apesar de ter dia cheio , o restaurant tem um atendimento deplorável ( os clientem tem que implorar para serem atendido e são tratado mal ) .",0,0,0,0,0,0,0,1
tudo de excelent qualidad,0,0,1,0,0,0,0,0
localizado em um ótimo shop em manau .,0,0,0,0,1,0,0,0
pedi uma picanha nobr ( angu ) e esperava muito mai pelo valor cobrado .,0,0,1,0,0,0,1,0
"bom serviço , boa comida e bom atendimento !",0,0,1,0,0,0,0,1
ótimo ambient excelent comida e atendimento vip recomendo a todo,1,0,1,0,0,0,0,1
bom prato muito bom melhor picanha de manau .,0,0,1,0,0,0,0,0
"excelent atendimento , preço justo , rodízio variado de pizza entr outra delícia e estacionamento próprio .",0,0,1,0,1,0,1,1
"má atendimento , bebida quent e não inclusa .",0,1,0,0,0,0,0,1
atendimento ótimo .,0,0,0,0,0,0,0,1
melhor restaurant de carn de manau ?,0,0,0,1,0,0,0,0
"restaurant 5 estrela , um do melhor de manau , ond você se sent em casa almoçando ou jantando saboreando um bom vinho nacion ou importado , bem como os delicioso licor .",0,1,0,1,0,0,0,0
ótimo local para tomar uma cerveja gelada e passar o tempo com amigo .,0,1,0,1,0,0,0,0
"confortável , preço bom",1,0,0,0,0,0,1,0
ambient agradável e atendimento nota dez !,1,0,0,0,0,0,0,1
sou gaúcha e aprecio uma boa carn e lá realment tem um bom churrasco .,0,0,1,0,0,0,0,0
"fomo atendido pelo diogo , excelent profission , muito atencioso e cheio de mimo para no client .",0,0,0,0,0,0,0,1
o mercato 101 tem área interna e externa .,1,0,0,0,0,0,0,0
"lugar muito bom , um espaço significativo .",1,0,0,1,0,0,0,0
"é um bom restaurant , ma geralment domingo o atendimento não é bom .",0,0,0,1,0,0,0,1
"muito bom essa churrascaria no também badalado vieiralv , atendimento excelent ambient muito agradável , vista panorâmica e uma variedad de carn e opçõ de outra cozinha [ japonesa ] também , carta de vinho simpl não muito longa porém com algun bon rótulo .",1,1,1,0,0,0,0,1
"restaurant típico da culinária portuguesa , mantém um cardápio permanent sem muita alteraçõ , passou por modificação estrutur que oferec mai conforto ao client .",1,0,1,1,0,0,0,0
"adorei a comida do divino fogao , é tudo muito bem feito e lindo , com um profissionalismo sem igual , muito bom",0,0,1,0,0,0,0,1
"ambient bem climatizado , espaço kid amplo com monitora , atendimento rápido , todo são muito cordiai , destaqu para eduardo , muito atencioso , e davi , super engraçado ! ! !",1,0,0,0,0,0,0,1
vale apena conhec pelo valor histórico do lugar,0,0,0,1,0,0,0,0
comida boa com preço justo .,0,0,1,0,0,0,1,0
muito boa localização de frent pra natureza e a comida também é muito boa,0,0,1,0,1,0,0,0
pedi em um dia : pirarucu ao molho shimeji com arroz negro e purê de mandioquinha .,0,0,1,0,0,0,0,0
"excelent lugar , ambient familiar e música agradável .",1,0,0,1,0,0,0,0
"chopp geladinho , muitooo bom !",0,1,0,0,0,0,0,0
adorei buena atenção comida és una delícia,0,0,0,0,0,1,0,0
"excelent comida ( muito camarão ) , sobremesa sensacion , ambient agradável e o atendimento é de primeira com o sr. senna .",1,0,1,0,0,0,0,1
"atendimento bom e preço um pouco alto , ma ainda assim pode-s considerar justo poi é bem servido .",0,0,1,0,0,0,1,1
"lugar super aconchegant , a comida maravilhosa , os atendent têm uma energia muito boa , como a nathasha por exemplo que está sempr sorrindo pro client e no faz sentir bem , assim também a recepcionista nathalia que no receb com todo carisma , excelent !",1,0,1,0,0,0,0,1
"prato de peix muito bem temperado e saboroso , com receita típica da região .",0,0,1,0,0,0,0,0
comida de excelent qualidad a preço justo .,0,0,1,0,0,0,1,0
preço ótimo e bom sabor,0,0,1,0,0,0,1,0
ótimo custo-benefício .,0,0,0,0,0,0,1,0
"café da manhã ótimo , ma o jantar não gostei tanto , os prato de carn são bem pequeno para o valor .",0,0,1,0,0,0,1,0
"restaurant aconchegant , música ao vivo , excelent atendimento , e qualquer prato e feito com muito capricho e muito sabor .",1,0,1,1,0,0,0,1
recomendo no dia meno movimentado .,0,0,0,0,0,1,0,0
"a melhor e mai completa churrascaria de manau , moderna , que trabalha com todo os cort , carn de qualidad e de origem comprovada ! ! !",0,0,1,1,0,0,0,0
"sempr é uma excelent opção , prato muito bem preparado , que fogem do básico e dão uma experiência gastronômica excelent .",0,1,0,0,0,0,0,0
excelent opção de café do fim de tard !,0,0,1,0,0,0,0,0
"ambient agradável , cardápio variado e excelent profissionai de apoio .",1,0,1,0,0,0,0,1
"no mai , fomo em um grupo grand para fazer aniversário é foi ótimo .",0,0,0,1,0,0,0,0
massa leve e de sabor delicioso !,0,0,1,0,0,0,0,0
"sempr que tenho tempo , tom meu café region !",0,1,0,0,0,0,0,0
"foi muito bom , ambient muito agradável",1,0,0,0,0,0,0,0
"aliado a isso tem a demora , a má vontad do garçon e os último caso relatado no face ... mai",0,0,0,0,0,0,0,1
foi uma experiência horrível.eu não recomendo !,0,0,0,1,0,0,0,0
"local possui estacionamento amplo e ainda conta com brinquedoteca a um custo de r $ 10,00 .",0,0,0,0,1,0,0,0
"excelent local para comer peix variado com custo beneficio acessível com muita opçõ regionai destaco aqui costela de tambaqui ao qual achei excelent já fui alguma veze e sempr peço mesmo prato pela sua qualidad , outro peix regionai também se destacam como boa opção aproveito ... mai",0,0,1,1,0,0,1,0
custo benefício interessant poi deram uma melhorada boa .,0,0,0,0,0,0,1,0
"restaurant top , atendimento realizado por rafael !",0,0,0,1,0,0,0,1
"o atendimento e muito bom e o local conta com mesa em seu interior e fora , ond vc poderá desfrutar do contato com um jardim repleto de árvore e planta nativa do amazona e sentir-s em contato com a natureza rica da região .",1,0,0,0,0,0,0,1
ótimo atendimento .,0,0,0,0,0,0,0,1
altament recomendado para um café da manhã region excelent !,0,0,1,0,0,0,0,0
muito boa ketherin,0,0,0,0,0,0,0,1
hambúrguer delicioso ! !,0,0,1,0,0,0,0,0
"ambient agradabilíssimo , prato bem apresentado e , principalment , bem sevido .",1,0,1,0,0,0,0,1
muito bom atendimento e comida exelent !,0,0,1,0,0,0,0,1
ma vale a visita para conhec .,0,0,0,1,0,0,0,0
lugar muito bom,0,0,0,1,0,0,0,0
muito bom pra lazer,0,0,0,1,0,0,0,0
"lugar bonito e agradável , boa comida , garçon atencioso .",1,0,1,0,0,0,0,1
"um ótimo lugar , preço justo .",0,0,0,1,0,0,1,0
"sempr lotado , ma as gordelicia são muoto boa .",1,0,0,0,0,0,0,0
atendimento excelent do rodrigo uchoa e comida como sempr deliciosa .,0,0,1,0,0,0,0,1
um do melhor restaurant de manau !,0,0,0,1,0,0,0,0
"bom d+para a família se divertir , está sempr lotado ma vale a pena esperar , comendo um bom salgado , os atendent são bem educado e orientam sobr como realizar uma boa competição .",1,0,1,1,0,0,0,1
"o ambient é ótimo como o atendimento também .. ma a comida é bem comum , vc pode comer algo mai gostoso por um valor bem menor .",1,0,1,0,0,0,1,1
muito bom e ótimo local pra conversar .,0,0,0,1,0,0,0,0
"todo são muito atencioso , hoje em dia pra mim o matsuri é um do melhor japonê de manau .",0,0,0,1,0,0,0,1
"lugar simpl , achei a porção um pouco cara para o tamanho .",0,0,0,1,0,0,1,0
ótimo ambient,1,0,0,0,0,0,0,0
super aconchegant e opçõ fantástica,1,0,1,0,0,0,0,0
"a paisagem é linda , o ambient acolhedor , o restaurant é ótimo e as pessoa são muito agradávei .",1,0,0,1,0,0,0,0
se você está cansado de almoçar no outro restaurant próximo da ufam ... merec ir almoçar .. preço justo e ótimo atendimento ..,0,0,0,0,0,0,1,1
"possui um cardápio de prato baseado na culinária amazonens , possuindo grand diversidad de peix no conteúdo .",0,0,1,0,0,0,0,0
"lugar super interessant , bem ao lado do teatro amazona .",0,0,0,1,1,0,0,0
local interessant para levar amigo e até criança .,0,0,0,1,0,0,0,0
"ótima localização e atendimento , porém a qualidad da pizza deixa a desejar , além da massa fina o recheio é péssimo , ele também oferecem salgado que são só a massa frita e oleosa , sem recheio , péssima experiência .",0,0,1,0,1,0,0,1
obrigado coco bambu .. por no proporcionar uma noit maravilhosa .. tudo tava perfeito .. atendimento incrível do garçom joab leit .. muito atento em tudo sempr perguntado .. si estava tudo bem.si preocupado mesmo .,0,0,0,1,0,0,0,1
lugar agradável para apreciar um bom café,0,1,0,1,0,0,0,0
destaqu para os drink com sabor locai .,0,1,0,0,0,0,0,0
hambúrguer artesan .,0,0,1,0,0,0,0,0
"bebida , sobremesa e porçõ extra de acompanhamento tem valor normai de um restaurant .",0,0,0,0,0,0,1,0
"só tendo a experiência de saborear as melhor carn , em especi costela barbecu .",0,0,1,0,0,0,0,0
"comida saborosa , suco natur delicioso , recepção excelent , tudo muito limpo e enfeitado , atendent prestativo e atencioso .",0,1,1,0,0,0,0,1
"preço justo , atendimento cordial , comida deliciosa",0,0,1,0,0,0,1,1
lugar bom e barato,0,0,0,1,0,0,1,0
"atendimento excelent da lana , comida ótima e um ambient fenomen .",1,0,1,0,0,0,0,1
"boa comida , ambient agradável , porém tem dia que tem muita gent e o espaço fica cheio !",1,0,1,0,0,0,0,0
"a comida muito gostosa da primeira vez , ma na segunda a carn tava mai seca .",0,0,1,0,0,0,0,0
ótimo ambient e grand variedad de opçõ de prato .,1,0,1,0,0,0,0,0
"o banzeiro é um restaurant mai sofisticado , com ar condicionado , bom atendimento , boa bebida e um variado cardápio de comida regionai .",1,1,1,1,0,0,0,1
"ambient lindo , atendimento impecável , comida deliciosa ! ! ! !",1,0,1,0,0,0,0,1
melhor churrascaria de manau !,0,0,0,1,0,0,0,0
"o restaurant tem um espaço agradável , uma vista muito bonita para o teatro amazona e um cardápio variado que procura modernizar algun prato ... mai",1,0,1,0,0,0,0,0
a área infantil ?,0,0,0,0,0,1,0,0
"atendimento muito bom , ambient climatizado .",1,0,0,0,0,0,0,1
parec legal .,0,0,0,0,0,1,0,0
ambient amplo e música muito agradável .,1,0,0,0,0,0,0,0
não possui estacionamento próprio ma as rua usada para isso são segura além de ficar em uma avenida de facil acesso av .,0,0,0,0,1,0,0,0
ótimo lugar para tomar um ótimo café e reunir os amigo,0,1,0,1,0,0,0,0
"o pastel de belém estava com a massa meia encruada , não estava crocant , o café carioca estava aguado .",0,1,1,0,0,0,0,0
"ambient agradável espetacular , excelent atendimento , comida maravilhosa , tradicion restaurant com comida típica .",1,0,1,1,0,0,0,1
"excelent atendimento é maravilhoso acompanhamento , e ótima sugestõ para nosso momento entr irmã .",0,0,1,0,0,0,0,1
"comida excelent , atendimento de alto padrão , agradecimento especi ao michel que no atendeu muito bem .",0,0,1,0,0,0,0,1
"experiência ótima , comida de primeira , atendimento vip .",0,0,1,1,0,0,0,1
excelentement bom !,0,0,0,0,0,1,0,0
melhor banho,0,0,0,0,0,1,0,0
"eu sou frequentador constant do abaré sup , um lugar maravilhoso com uma comida divina .",0,0,1,1,0,0,0,0
"boa localização , atendimento legal , ambient grand e ventilado , sem ar condicionado .",1,0,0,0,1,0,0,1
ma os petisco são ótimo e a cerveja geladissima,0,1,1,0,0,0,0,0
pizza com valor altíssimo em relação a concorrência próxima .,0,0,0,0,0,0,1,0
bom ambient,1,0,0,0,0,0,0,0
"no calçada alta vc chega 11h e ele ainda vão cozinhar tudo , ou seja , tempo de espera é no mínimo 40 minuto , isso para o prato do dia , imagina os outro prato mai trabalhado ....",0,0,0,0,0,0,0,1
um lugar para apreciar um delicioso sanduích amazônico ...,0,0,1,0,0,0,0,0
"restaurant tranquilo , super aconchegant , bacalhau muito saboroso .",1,0,1,1,0,0,0,0
"ambient pequeno , aconchegant porém o mai caro de manau",1,0,0,0,0,0,1,0
pizza e massa saborosa com preço acessível .,0,0,1,0,0,0,1,0
ótimo atendimento pelo phelip ? ? ?,0,0,0,0,0,0,0,1
"é um ambient familiar , com boa música e em contato direto com a natureza amazônica",1,0,0,0,0,0,0,0
ótimo ambient,1,0,0,0,0,0,0,0
"ma no geral , o ambient e legal , animado , atendimento ótimo , preço bom e bem localizado .",1,0,0,0,1,0,1,1
boa opção pra comer peix .,0,0,1,0,0,0,0,0
"melhor pizzaria de toda manau , sabor excelent , o que vc pede vc receb .",0,0,1,1,0,0,0,0
comida maravilhosa,0,0,1,0,0,0,0,0
"um jantar clássico , autêntica cozinha portuguesa , com maravilhosa sensibilidad ao paladar brasileiro .... o cardápio é grand , diversificado e , com certeza , atend a todo os gosto .",0,0,1,0,0,0,0,0
custo x benefício compatível com o restaurant .,0,0,0,0,0,0,1,0
"era segunda feira por volta de 20:00 quando cheguei , o ambient é amplo , porém as mesa ficam apertada e para uma segunda havia bastant gent , muito barulho no lugar , então fiquei imaginando no final de semana .",1,0,0,0,0,0,0,0
