sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
"dessa vez não tirei foto da refeição servida ma foram coxinha recheada , bolinha empanada de frango deliciosa , lasanha vegetariana e suco .",0,0,1,0,0,0,0,0
"comida boa , ambient bonito , atendimento cordial .",1,0,1,0,0,0,0,1
e a melhor pizzaria de manau tem os melhor rodízio tem as melhor massa os melhor sushi as melhor lasanha .. ! !,0,0,1,1,0,0,0,0
"pecimo lugar , uma verdadeira baderna .",0,0,0,1,0,0,0,0
"no finai de semana há música ambient , quas sempr uma mpb suav que não atrapalha a conversa e o couvert artístico é em torno ... mai",1,0,0,0,0,0,0,0
"local surpreendent , experiência incrível",0,0,0,1,0,0,0,0
ótimo sabor,0,0,1,0,0,0,0,0
"estivemo no coco bambu para conemorarmo o aniversário de uma amiga , fomo atendido pelo garçom rodrigo uchoa excelent , rapido , ótima memória rsr , prato praia de olinda estava delicioso , ambient agradável e aconchegant .",1,0,1,0,0,0,0,1
"atendimento perfeito , suco muito bom , filé estupendo .",0,1,1,0,0,0,0,1
ótima variação de comida e otimo atendimento recomendo a todo e tem estacionamento amplo tbm sem problema .,0,0,1,0,1,0,0,1
excelent serviço .,0,0,0,0,0,0,0,1
"até certo ponto tem.variedad , ma depoi tem que ficar pedindo um.sabor e aguardar quas 1 hora para atenderem , poi repetem sempr 2 ou 3 sabor ... não vale a pena , existem lugar com melhor custo benefício",0,0,1,0,0,0,1,1
ambient agradável e com uma comida típica region .,1,0,1,0,0,0,0,0
"não tinham os suco regionai , apena laranja , limão e abacaxi .",0,1,0,0,0,0,0,0
"maravilhoso ess lugar comida boa bebida , bem familiar , amplo e bem organizado .",0,1,1,1,0,0,0,0
"garçom jailson super atento conosco , muito obrigada coco bambu pelo atendimento .",0,0,0,0,0,0,0,1
"lugar excelent , ma atendimento péssimo , pessoal meio perdido no procedimento !",0,0,0,1,0,0,0,1
excelent lugar ! !,0,0,0,1,0,0,0,0
"toda veze tive problema com nota fiscal , como o trabalho reembolsa preciso dela .",0,0,0,0,0,0,0,1
"lugar amplo , rodízio excelent para confraternização .",1,0,1,0,0,0,0,0
bom atendimento e preço justo .,0,0,0,0,0,0,1,1
"é um local muito bom , com comida típica da região do pará e nossa , só falta um estacionamento pro client ficarem mai seguro em relação ao seu veículo",0,0,1,1,1,0,0,0
uma ótima opção !,0,0,0,1,0,0,0,0
( tradução do googl ) as criança adquirem o deuc especi enquanto minha esposa adquir uma omelet branca uma veggi e meu orden meu ego um hambúrguer mesquit tudo estava delicioso e preço não eram caro ( origin ) kid get the deuc especi while my wife get a omelett white an veggi and my order my self a mesquit hamburg everyth wa delici and price were not expens,0,0,1,0,0,0,1,0
ótima opção para reuniõ informai e até mesmo aniversário .,0,0,0,1,0,0,0,0
excelent lugar,0,0,0,1,0,0,0,0
"ess é o restaurant mai completo no que diz respeito à comida típica da região , poi é possível encontrar toda as opçõ de comida region , além de uma excelent qualidad no prato .",0,0,1,0,0,0,0,0
gastronomia de alta qualidad,0,0,1,0,0,0,0,0
"garçom celso , parabén pelo seu atendimento super da hora top de ma parabén",0,0,0,0,0,0,0,1
"ótima opção , variedad de pizza",0,0,1,1,0,0,0,0
uma ótima surpresa,0,0,0,1,0,0,0,0
uma excelent opção para se reunir com familiar ou amigo .,0,0,0,1,0,0,0,0
"atendimento muito bom , cômoda impecável .",0,0,0,0,0,0,0,1
comida excelent e atendimento também excelent !,0,0,1,0,0,0,0,1
pizzaria tradicion na cidad com ótimo atendimento.tem estacionamento .,0,0,0,1,1,0,0,1
"ambient climatizado , atendimento bom , estacionamento ruim , vário sabor de pizza e massa muito saborosa , preço médio , bebida não inclusa no valor do rodízio .",1,0,1,0,1,0,1,1
"ótimo espaço para se encontrar com os amigo , respeita as norma da pandemia e com preço acessívei .",1,0,0,1,0,0,1,0
gostei da pizza e massa atendimento do garçom gabriel muito legal a pizzaria família gostou aprovado,0,0,1,0,0,0,0,1
"lugar muito agradável , cafezinho com muita opçõ , alem do ótimo visual do lugar .",1,1,0,1,0,0,0,0
( tradução do googl ) a boa notícia é que você vai conseguir um bom hambúrguer aqui .,0,0,1,0,0,0,0,0
"comida muito saborosa , ótimo atendimento , uma experiência gastronômica maravilhosa .",0,0,1,0,0,0,0,1
ambient super agradável e preço acessível .,1,0,0,0,0,0,1,0
"ambient amplo , cardápio variado e bom atendimento , ótima opção para refeição com a família , amigo e trabalho .",1,0,1,0,0,0,0,1
"ambient sempr aconchegant , comida region de excelent qualidad , pirarucu , tambaqui , matrinxa sempr bem feito , com preço bem acessível para o padrão do restaurant .",1,0,1,0,0,0,1,0
"um excelent lugar pra quem gosta de uma boa carn de sol , atendimento nota 10",0,0,1,0,0,0,0,1
"um lindo ambient com uma decoração region belíssima e bom atendimento , porém a comida deixou a desejar , senti a falta de um toqu de um chef de responsa .",1,0,1,0,0,0,0,1
"bom atendimento , preço justo , pelo q é oferecido .",0,0,0,0,0,0,1,1
"depoi de vária tentativa consegui conhec est lugar incrível , aconchegant , familiar e com ótima opçõ no cardápio .",0,0,1,1,0,0,0,0
"excelent atendimento principalment do garçom que no atendeu ( pablo ) , a comida tava impecável e uma delícia !",0,0,1,0,0,0,0,1
ótimo lugar,0,0,0,1,0,0,0,0
"excelent restaurant , chef raimundo extremament atencioso .",0,0,0,1,0,0,0,1
"o local é agradável , o atendimento bom , comida boa sem compromet e um preço muito bom .",0,0,1,1,0,0,1,1
peix bom ma muito quent,0,0,1,0,0,0,0,0
"muito bom o rodízio , e com um preço acessível",0,0,1,0,0,0,1,0
"ambient perfeito pra comemorarmo essa data taobmaravioho , prato maravilhoso e atendimento impecavel pelo rodrigo uchoa .",1,0,1,0,0,0,0,1
ótimo atendimento e bacalhau bem preparado .,0,0,1,0,0,0,0,1
ambient super agradável .,1,0,0,0,0,0,0,0
"ambient muito agradável , música boa , comida region muito bem temperada e o melhor de tudo , preço acessível .",1,0,1,0,0,0,1,0
comida agradável ambient ótimo,1,0,1,0,0,0,0,0
"preço excelent e buffet muito gostoso , com exceção do churrasco q precisa melhorar .",0,0,1,0,0,0,1,0
"muito bom , o dono muito prestativo sempr com seu client .",0,0,0,0,0,0,0,1
"preço razoável , demora no atendimento e pouca variedad de pizza .",0,0,1,0,0,0,1,1
local super agradável .,0,0,0,1,0,0,0,0
no momento que fui estava tocando uma bandinha de pop rock muito agradável .,1,0,0,0,0,0,0,0
ambient bem decorado e bom atendimento .,1,0,0,0,0,0,0,1
"lugar incrível , atendimento personalizado , ótima indicaçõ , do gerent ao garçon , ao chefe , todo muito atencioso , música boa .",1,0,1,0,0,0,0,1
"que lugar ruim , já fui em outro lugar que os rapaz que fazem sushi e ficam no balcão são discreto , ness local o cara passa cantando um sertanejo a pleno pulmõ com a cumplicidad do responsável do local .",0,0,0,1,0,0,0,1
bar bem legal,0,0,0,1,0,0,0,0
"muito bem atendido , local muito bom , música boa , prato excelent , garçom fernando , que no atendeu , muito bom profission .",1,0,0,1,0,0,0,1
"recomendo encontro com a família , amigo e degustar uma comida de excelent qualidad !",0,0,1,0,0,0,0,0
"atendimento rápido , vária opçõ no cardapio , tradionalment bom em carn , pedir com atenção !",0,0,1,0,0,0,0,1
"preço justo.para quem gosta de fotografia , pode ter o prazer de ver foto da amazônia , cujo autor é o chef do restaurant .",1,0,0,0,0,0,1,0
"outro diferenci é a música ambient , sempr tocando rock ( de bom gosto ) e mpb .",1,0,0,0,0,0,0,0
"pra quem gosta de uma vida noturna , est é um bar histórico e com uma tradição fort para os morador de manau , tem um sanduích de pernil que é fora de seri , som , petisco , um povo muito hospitaleiro e bem no centro da cidad !",1,0,1,1,1,0,0,0
comida excelent e ambient agradável .,1,0,1,0,0,0,0,0
"um cardápio amplo , com entrada , prato principai que servem até 03 pess .",0,0,1,0,0,0,0,0
"ambient agradável , opçõ saborosa no cardápio !",1,0,1,0,0,0,0,0
que surpresa maravilhosa !,0,0,0,1,0,0,0,0
excelent opção para quem quer um lugar moderno e cheio de comida variada .,0,0,1,1,0,0,0,0
"comida bem feita , bon ingredient , bom atendimento a não ser quando bem lotado , bon suco e ótimo preço ?",0,1,1,0,0,0,1,1
"ambient agradável para almoço e comemoraçõ , comida saborosa e atendimento excelent pelo garçom izaquiel .",1,0,1,0,0,0,0,1
atendimento fraco ! !,0,0,0,0,0,0,0,1
"o único problema que encontrei foi para ir embora , se tiver sem carro , se program em como voltar , o local é distant , part da estrada ruim , por mai de 1 hora tentei chamar táxi , carro por aplicativo , indicação ... isso foi bem cansativo .",0,0,0,0,1,0,0,0
estiv la esta semana que passou e pedimo picanha e costela por peso estava muito bom com preço bem aceitavel serviço bom e carn bem feita,0,0,1,0,0,0,1,1
"ambient muito bom , atendimento rápido e eficient pelo garçom franklin e comida excelent .",1,0,1,0,0,0,0,1
todo os restaurant do centro abrem 11h e todo já com as comida pronta .,0,0,0,0,0,1,0,0
"prato princip : filé com risoto de parmesão ( 72 ) e moqueca de palmito com banana pacovã ( 57 ) , esperava um pouco mai da moqueca ma foi uma experiência válida .",0,0,1,0,0,0,0,0
"atendimento excelent , música ambient super agradável e o funcionário pablo extremament atencioso .",1,0,0,0,0,0,0,1
"eu gosto de sempr jantar aqui , porém deveria ter opção de não participar do couvert artístico porqu eu não suporto comer com música e sem falar que não dá para conversar com os amigo e familiar eu fico perturbando com música alta , deveria ter outro ambient para sem som ou colocar soment som ambient !",1,0,0,0,0,0,0,0
"na época da cheia vale a pena aliviar o calor amazônico em um flutuant e o abaré é a melhor pedida , ambient agradável , contato total com a natureza , excelent atendimento e comida deliciosa .",1,0,1,0,0,0,0,1
um lugar tradicion da culinária amazonens ... farofa de banana top ! !,0,0,1,0,0,0,0,0
lugar agradável !,0,0,0,1,0,0,0,0
comida sensacion .. churrasco de primeira ! !,0,0,1,0,0,0,0,0
"mai uma vez , surpreendido com essa maravilha de cardápio , agora com outra poçõ exuberant , como sempr atendent atencioso , 'mai ' desta vez precis da ajuda de sua gerent para indicar um bom vinho , que por sua vez super agradável na combinação indicada por ela , tudo maravilhoso ... mai",0,0,1,0,0,0,0,1
ótimo restaurant .,0,0,0,1,0,0,0,0
"pedi uma costela suína , meu amigo ... muto delicioso .",0,0,1,0,0,0,0,0
a melhor comida de manau,0,0,1,0,0,0,0,0
espaço pequeno,1,0,0,0,0,0,0,0
"lugar intimista , pouca mesa , decoração legal , bela vista do teatro amazona , excelent para um jantar a doi .",1,0,0,1,0,0,0,0
café region muito bom .,0,1,0,0,0,0,0,0
é necessário muita atenção ao pagamento de conta em grupo maior .,0,0,0,0,0,1,0,0
lugar romântico,0,0,0,1,0,0,0,0
tivemo uma ótima tarde/noit com happi hour e comida boa !,0,0,1,1,0,0,0,0
"não tem estacionamento próprio , pastel proposto o de feira pastel servido o de festinha infantil e a massa da pizza pareciam ser comprada em supermercado .",0,0,1,0,1,0,0,0
"atendimento acolhedor , ambient agradável , preço justo e comida saborosa ....",1,0,1,0,0,0,1,1
"uma proposta muito boa de café especiai , um atendimento de excelência e um local muito aconchegant !",1,1,0,0,0,0,0,1
ambient agradável .,1,0,0,0,0,0,0,0
muito agradavel desfrutar de momento maravilhoso tomando um delicioso café ou suco de laranja nesta padaria ele tambem preparam sanduich com patê pra lá de especiai !,0,1,1,0,0,0,0,0
lugar agradável e excelent atendimento .,0,0,0,1,0,0,0,1
poxa otimo atendimento comida divina di tenho a agradec ! ! !,0,0,1,0,0,0,0,1
"ótimo ambient , porém na última vez que fomo a música estava muito alta e não conseguimo conversar sem gritar .",1,0,0,0,0,0,0,0
parada obrigatória de todo final de semana ! ! !,0,0,0,1,0,0,0,0
"fui com uma amiga conhec o rodízio , gostei bastant a todo momento estão te servindo , além de variado tipo de pizza , o rodízio conta com massa , pastéi , batata frita , frango a passarinho , galinhada e a famosa panelinha goiânia , que eu já conhecia e é minha única observação a que foi servida no dia do rodízio não e a mesma do cardápio , a linguiça da panelinha serviço da no rodízio era de frango e a que vem na panelinha , acredito que é de porco e é aquela linguiça fininha , também não veio car",0,0,1,0,0,0,0,0
"ambient agradável , prato saboroso , preço justo e uma infinidad de bebida .",1,1,1,0,0,0,1,0
seria important avaliar uma nova opção desta embalagem .,0,0,0,0,0,1,0,0
boa opção de menu executivo ... mai,0,0,1,0,0,0,0,0
"comida muito boa , ambient agradavel e otimo atendimento ( em especi a rosi ) ?",1,0,1,0,0,0,0,1
atendimento ótimo e cordialidad .,0,0,0,0,0,0,0,1
"bom atendimento , boa comida ... com destaqu para a carn de sol e a maiones .",0,0,1,0,0,0,0,1
"talvez o único ponto negativo , não do local em si , ma dá praça de alimentação é a escassez de vaga para estacionar , quem for em um sábado a noit , terá que ter um pouco de paciência ao buscar vaga na redondeza .",0,0,0,0,1,0,0,0
"ambient agradável , comida gostosa , os atendent são bem educado .",1,0,1,0,0,0,0,1
e preço justíssimo !,0,0,0,0,0,0,1,0
"é um ótimo restaurant ond se come muito bem , com um preço compatível com o nível do restaurant .",0,0,1,1,0,0,1,0
"apesar de no dia atenderem apena atravé de reserva , ficaram sensibilizado com a forma que fomo tratado numa data tão important e acabaram no aceitando .",0,0,0,0,0,0,0,1
"lugar maravilhoso , adoro ir no da livraria do shop , saraiva , e lá tem uma waku sese , adoro ir lá ler e tomar meu café com pão de queijo , ma as outra unidad também são ótima , o atendimento muito bom !",0,1,1,1,0,0,0,0
muito boa comida.preço justo .,0,0,1,0,0,0,1,0
ambient agradavel e a localização e boa .,1,0,0,0,1,0,0,0
música boa com um variado cardápio de bebida e gent bonita .,1,1,0,0,0,0,0,0
"bom local para café da tard e lanch , boa localização , tem estacionamento , bom atendimento , tem ambient térreo e mezanino , preço ok ,",1,0,1,0,1,0,1,1
comida boa e funcionário muito educado,0,0,1,0,0,0,0,1
"excelent localização , ótimo atendimento , comida muito gostosa !",0,0,1,0,1,0,0,1
"adoro ess lugar , comida excelent , atendimento de primeira qualidad , lugar bonito e muito bem frequentado e o preço é ótimo .",1,0,1,1,0,0,1,1
ambient e música muito boa ...,1,0,0,0,0,0,0,0
"você pode ligar a partir da 11h e reservar o seu pedido , suco de laranja com abacaxi o melhor .. o tambaqui também é o gostoso e o preço justo .. vale a pena .. baião delícia .. agora meu preferido é o tambaqui no tucupi meu deu ... maravilhoso ..... mai",0,1,1,0,0,0,1,0
noit perfeita .,0,0,0,1,0,0,0,0
"tem comida , muuuuita comida !",0,0,0,0,0,1,0,0
no melhor restaurant !,0,0,0,1,0,0,0,0
fui numa festa infantil e fomo muito bem servido !,0,0,0,0,0,0,0,1
"passei lá no dia 28.6 , para ver o estoqu incrível de cachaça que ele tem a venda .. comprei uma de fabricação própria , para presentear ... além da excelent comida e do chope gelado , vale visitar est estoqu da bebida tradicion representant do brasil ...",0,1,1,0,0,0,0,0
"muito bom , prato bem executado , saboroso , atendimento muito bom , decoração agradável , um ponto de observação do meu ponto de vista , foi para a sobremesa , pedi um creme de cupuaçu , tá veio o creme propriament dito , ma sem nenhuma decoração , uma taça com o creme , só .... mai",1,0,1,0,0,0,0,1
"o restaurant então maravilhoso , comida tipica .. amo",0,0,1,1,0,0,0,0
"atendimento excelent com qualidad do rodrigo uchôa , ambient agradável com música ao vivo , recomendo a todo",1,0,0,1,0,0,0,1
"não é um restaurant barato , ma definitivament uma experiência gastronómica !",0,0,1,0,0,0,1,0
ótimo custo beneficio !,0,0,0,0,0,0,1,0
"excelent , o melhor restaurant de manau",0,0,0,1,0,0,0,0
"se ainda tiverem coragem de ir , nunca peçam a opção na chapa , poi a maioria do iten já chegam queimado na sua mesa , é uma fumaceira horrível e vc tem que ficar cuidando toda hora do que está em.cima da chapa para não torrar mai ainda .",0,0,1,0,0,0,0,0
"fomo super bem atendido pelo roberto , excelent garçom , muito cuidadoso com todo .",0,0,0,0,0,0,0,1
ótimo serviço .,0,0,0,0,0,0,0,1
"adorei , muito bem servido , e com um excelent atendimento .",0,0,0,0,0,0,0,1
variedad e bom atendimento !,0,0,0,0,0,0,0,1
"ótima opção , fácil acesso , estacionamento amplo , variedad no cardápio , comida saborosa , bom preço , qualidad satisfatória , bom atendimento .",0,0,1,0,1,0,1,1
restaurant aconchegant .,0,0,0,1,0,0,0,0
"atendimento muito bom e ágil , ambient organizado , limpo e climatizado , possui um cardápio com cort de carn variado e com preço justo .",1,0,1,0,0,0,1,1
lugar aconchegant para ir com família ou amigo pra hapi hour .,1,0,0,0,0,0,0,0
"churrascaria top de primeira , atendimento único e sem igual e o ambient familiar ... recomendo se podess daria 10 estrela .",1,0,0,1,0,0,0,1
preço acessívei .,0,0,0,0,0,0,1,0
"um pedacinho de mina gerai no coração do parqu dez , ambient aconchegant com delicioso e variado prato e um atendimento de excelência .",1,0,1,0,0,0,0,1
"há exato 8 ano comecei a frequentar o restaurant e nunca fiquei a desejar com a comida e o serviço , pelo contrário , sempr tenho momento maravilhoso lá !",0,0,1,0,0,0,0,1
"variedad , bom preço , ambient climatizado !",1,0,1,0,0,0,1,0
bar temático com ótimo come e bebe e preço justo .,1,1,1,0,0,0,1,0
excelent comida e preço justo .,0,0,1,0,0,0,1,0
muito bom atendimento gaçon jorg não deixa nada a desejar chopp na hora bem gelado super atencioso .,0,1,0,0,0,0,0,1
uma excelent pedida .,0,0,0,1,0,0,0,0
foi uma tard agradável com atendimento top do phelip,0,0,0,0,0,0,0,1
na unidad do centro ele têm uma pimenta deliciosa .,0,0,1,0,0,0,0,0
um bom lugar,0,0,0,1,0,0,0,0
"bom atendimento é tudo que o client precisa , satisfação e isso foi o melhor e o mai important a deliciosa carn de sol continua a melhor da cidad de manau",0,0,1,0,0,0,0,1
"espaço um pouco pequeno ma um ambient aconchegant , bom atendimento e pizza deliciosa .",1,0,1,0,0,0,0,1
a exceção foi o prato da boa lembrança que não estava bom .,0,0,1,0,0,0,0,0
para quem gosta da culinária portuguesa a visita eh obrigatória .,0,0,1,0,0,0,0,0
ambient muito aconchegant com ótima seleção music .,1,0,0,0,0,0,0,0
local bom e preço acessível,0,0,0,1,0,0,1,0
bom custo benefício para quem gosta de carn de sol !,0,0,1,0,0,0,1,0
lugar sensacion,0,0,0,1,0,0,0,0
"com certeza um do melhor restaurant em que já estiv , prato variado , por um ótimo preço , ambient climatizado , ótimo para a família , e bem localizado , você com certeza vai se sentir muito bem .",1,0,0,1,1,0,1,0
"restaurant muito bom , com ambient agradável , opção de brinquedoteca para criança , atendimento rápido e comida muito gostosa .",1,0,1,1,0,0,0,1
"ótimo ambient , ótimo atendimento , ma quando começa a ter bastant client o atendimento cai um pouco .",1,0,0,0,0,0,0,1
"lugar aconchegant , contíguo a loja de planta do bairro parqu da laranjeira , o que confer ao local um ar de campo .",1,0,0,0,0,0,0,0
ótimo lugar para comer com a família ? ?,0,0,0,1,0,0,0,0
balneário do maia o melhor ! ! !,0,0,0,1,0,0,0,0
"comida saborosa , bom atendimento e bom custo/benefício .",0,0,1,0,0,0,1,1
"é sempr lotado por oferec ótimo café , e atendimento ( no caixa ) de boa qualidad , o que leva o client a se sentir confortável para conversar , observar o lugar e colocar o papo em dia com os amigo .",1,0,1,0,0,0,0,1
"atendimento da portaria ao atendimento de bar , os funcionário são educado e genti , sem contar na energia gostosa que tem o lugar , muito bem frequentado .",1,0,0,0,0,0,0,1
"uma boa variedad no cardápio , bebida principalment ... lugar super agradável para tomar uma boa cerveja com os amigo .",0,1,1,1,0,0,0,0
precisa ofertar melhor alternativa para 2 pessoa .,0,0,0,1,0,0,0,0
não tem um bom custo benefício,0,0,0,0,0,0,1,0
comida boa ....,0,0,1,0,0,0,0,0
"comida deliciosa , atendimento ótimo e agora estão com varia promoçõ pra almoço e jantar .",0,0,1,0,0,0,1,1
restaurant com prato sofisticado elaborado com alimento regionai .,0,0,1,0,0,0,0,0
"um local maravilhoso , uma excelent refeição , um ótimo tratamento .",0,0,1,1,0,0,0,0
localização de fácil acesso .,0,0,0,0,1,0,0,0
"pizza boa , um atendimento muito rápido e preço justo !",0,0,1,0,0,0,1,1
ambient bom para almoçar com os amigo e almoço executivo a trabalho .,1,0,0,0,0,0,0,0
o bar mai tradicion de manau .,0,0,0,1,0,0,0,0
ótimo ambient para quem gosta de rock com boa bebida e gastronomia .,1,1,1,0,0,0,0,0
lugar tranquilo,0,0,0,1,0,0,0,0
"o novo local ficou bem legal , a estrutura está muito bacana .",1,0,0,1,0,0,0,0
"o lugar é agradável , o atendimento é bom ma os preço são um pouco salgado no almoço , tivemo um problema com a fumaça e o calor , conta apena com uma pequena sala refrigerada , então sua ideia é fazer uma confraternização não vale a pena .",1,0,0,1,0,0,1,1
aqui o atendimento é nota 1000 o garçon jeferson no atendeu de forma espetacular .,0,0,0,0,0,0,0,1
"restaurant bom , ótimo custo-benefício churrasco no peso e uma pasta de pimenta fort que é um grand diferenci .",0,0,1,1,0,0,1,0
o atendimento da zezé rei é super simpático e profissional. os prato são surpreendentement fantásticos.v voltar sempr q vier a manau .,0,0,1,0,0,0,0,1
um ótimo lugar para fazer uma festa,0,0,0,1,0,0,0,0
ótimo local,0,0,0,1,0,0,0,0
"segunda melhor carn de sol da cidad , precisa renovar a arquitetura do ambient , aparência antiga e iluminação ruim .",1,0,1,0,0,0,0,0
"excelent restaurant , atendimento muito bom e preço acessívei no cardápio !",0,0,0,1,0,0,1,1
um do melhor restaurant de manau .,0,0,0,1,0,0,0,0
precisa fechar uma área maior .,1,0,0,0,0,0,0,0
"lugar muito agradável muito confortável , mai a demora para fazer e a pizza e muito grand , no caso vc tem q ir jantado , poi o tempo de espera e tão grand que ate a pizza chegar em sua mesa vc ja fica com fome de novo , e sem falar da área externa ao fundo , poi e muito quent ao ponto de ser insuportável .",1,0,0,1,0,0,0,1
ambient agradável,1,0,0,0,0,0,0,0
excelent rodízio,0,0,1,0,0,0,0,0
"lugar super agradável , o serviço é ótimo , e organizado e os garçon são super ágei .",0,0,0,1,0,0,0,1
"ambient familiar , de atendimento rápido e comida muito boa !",1,0,1,0,0,0,0,1
"hambúrguer excelent , drink muito bem servido .",0,1,1,0,0,0,0,0
ambient muito agradável e muito pizza deliciosa e ainda um excelent atendimento,1,0,1,0,0,0,0,1
"gent finíssima , atencioso e engraçado .",0,0,0,0,0,0,0,1
"para minha part , i a apena parecia constantement como chegar mai exageração carn opçõ .",0,0,1,0,0,0,0,0
"a idéia da cerveja especiai é bem vinda , desd que estejam no cardápio , belga frutada , inglesa lupulada , alemã tradicionai e ipa e ale americana soment , nada mai que 2 de cada tipo citado e apresentada da maneira correta também .",0,1,1,0,0,0,0,0
"café delicioso , recomendo .",0,1,0,0,0,0,0,0
valor caro .,0,0,0,0,0,0,1,0
"ótimo lugar , ótimo entendimento .",0,0,0,1,0,0,0,1
"cerveja gelada , petisco bon ( especialment o bolinho de bacalhau ) .",0,1,1,0,0,0,0,0
"local quent , sujo , com funcionário emburrado , o banheiro feminino não tem trinca , perguntei ao atendent , fez cara feia e diss que é assim mesmo !",1,0,0,0,0,0,0,1
"pedi calderado de tambaqui , chego no caldo muito fino , e nao muito para 2 pessoa , o piráo era farinha mohlado , parec nao eera feito com na caldo , horrivel , o vinegreit parec uma salada de tomat , ceballa , pedaaco grand sim sabor , lencoi de papel pequeno , servicio ... mai",0,0,1,0,0,0,0,0
"gostei do rodízio , apesar do valor alto e sem direito a bebida .",0,0,1,0,0,0,1,0
atendimento rápido e a pizza extraordinária,0,0,1,0,0,0,0,1
"experimentamo de entrada o pastel de tambaqui com banana , de prato princip um peix da casa e um filé ... ambo com banana e queijo coalho , de sobremesa pudim , petit gateau e uma banana ao creme .... dentr todo , a banana foi o que mai surpreendeu .",0,0,1,0,0,0,0,0
"excelent custo benefício , sushi ótimo e atendimento excelent",0,0,1,0,0,0,1,1
"atendimento atencioso , comida deliciosa e preço justo !",0,0,1,0,0,0,1,1
ponto negativo : estacionamento pequeno pro tamanho do restaurant .,0,0,0,0,1,0,0,0
"ambient super agradável , música excelent .",1,0,0,0,0,0,0,0
é sempr uma experiência incrível !,0,0,0,1,0,0,0,0
"comida sensacion , ambient climatizado , excelent atendimento ; recomendo para quem quiser vir a manau e experimentar os prato amazônico como o manauara prepara .",1,0,1,0,0,0,0,1
uma bela forma de prestigiar e valorizar a cultura brasileira !,0,0,0,1,0,0,0,0
comida e ambient sensacionai .,1,0,1,0,0,0,0,0
"um local super descontraído , bem confortável e aconchegant , alimentação saborosa .",0,0,1,1,0,0,0,0
"ótimo lugar para passar um tempo descontraído , comer uma boa comida e tomar algun chopp geladissimo .",0,1,1,1,0,0,0,0
"massa sempr saborosa , preço acessível e cardápio bem variado fazem dest lugar uma ótima opção para fast food de boa qualidad .",0,0,1,0,0,0,1,0
"na cozinha a agitação tem nome : felip schaedler , o jovem chef que fez fama ao utilizar elemento inusitado na sua cozinha region e recentement fincou um pé na capit paulista , com uma ... filial .",0,0,0,0,0,0,0,1
ambient familiar e comida saborosa,1,0,1,0,0,0,0,0
"há um espaço kid com monitor , o que é ótimo para os pai ( só precisava ser um pouco ... mai",1,0,0,0,0,0,0,0
( tradução do googl ) ainda as melhor batata frita de trufa do mundo inteiro !,0,0,1,0,0,0,0,0
"local ímpar para almoço , gent bonita , ótimo local para se refrescar e tomar um banho .",1,0,0,1,0,0,0,0
um ótimo restaurant para levar a família .,0,0,0,1,0,0,0,0
"ambient maneiro , comida deliciosa , atendimento muito bom e pra terminar tem abacaxi com groselha ! !",1,0,1,0,0,0,0,1
muito bom ótima referent porçõ generosa vale apena,0,0,1,0,0,0,0,0
boa experiência em manau .,0,0,0,1,0,0,0,0
"dica de prato : matrinxã recheado é sensacion e de sobremesa creme de cupuaçu , que é muito bom também .",0,0,1,0,0,0,0,0
fui no restaurant na semana passada e todo os prato de peix estavam muito bon .,0,0,1,0,0,0,0,0
"ambient agradável , confortável .",1,0,0,0,0,0,0,0
tem ótima opçõ para o café da manhã ou lanch .,0,0,1,0,0,0,0,0
"por veze jogavam a carn praticament crua no prato ... ambient bom , garçon simpático e prestativo .",1,0,1,0,0,0,0,1
"evit almoçar aqui em dia de grand movimento no shop porqu , por se tratar de um alimento feito na hora , vai demorar muito pra ficar pronto .",0,0,0,0,0,0,0,1
"outro garçom que no atendeu , o achamo descortê .",0,0,0,0,0,0,0,1
"excelent opção para quem está em manau , dentro do manauara shop , possui uma excelent infraestrutura de atendimento , comida bem preparada , apesar de ser um pouco mal servida , e bebida muito bem feita .",0,1,1,1,0,0,0,1
único ponto negativo é o estacionamento .,0,0,0,0,1,0,0,0
materia prima de primeira qualidad .,0,0,0,1,0,0,0,0
restaurant bem localizado de fácil acesso com estacionamento para client e se você estiv hospedado em hotel a vam vai buscar e deixar você no hotel .,0,0,0,0,1,0,0,0
"hambúrguer pequeno , preço alto , lugar pequeno .",1,0,1,0,0,0,1,0
"pessimo lugar , cobram taxa por garçon e não fui fui bem atendido , o lugar estava quent , não recebemo guardanapo para limpar a boca tivemo que pedir , lugar muito sujo , pessimo atendimento .",1,0,0,1,0,0,0,1
"entrada apena grand , tentei falar com a gerent para fazer meia entrada poi toda ... vem grand quantidad , e a mesma falou que não seria possível… .",0,0,1,0,0,0,0,1
"o serviço é atencioso e profission ma parec de estar na praia do futuro de fortaleza : cada 10 minuto chega um garcon oferecendo algo : bebida , salada , sobremesa .",0,0,0,0,0,0,0,1
"excelent churrascaria , ótima carn , acompanhamento excelentes.buffet variado , preço bom.ótima localização , ambient agradável !",1,0,1,1,1,0,1,0
"o ambient é espaçoso , com música ao vivo e cerveja gelada .",1,1,0,0,0,0,0,0
o lugar é limpo na região central da cidad .,1,0,0,0,0,0,0,0
ótimo lugar para fazer happi hour .,0,0,0,1,0,0,0,0
"não dou 5 estrela porqu na maioria da veze que estivemo nest restaurant , os garçon não serviram nosso prato como costumam fazer no restaurant do mesmo nível e até mesmo da mesma rede em outra cidad .",0,0,0,0,0,0,0,1
