restaurante,comentario_stem,ambiente,bebida,comida,geral,localização,outros,preço,serviço
Coco Bambu Botafogo,muito bom nota 10,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,foi maravilhosa ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent ! thaylan foi muito prestativo !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,gostei tudo de bom,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,foi muito bom .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,great food ! kid 's friendli !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muitoooo bommm,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,lagosta muito boa !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"primeira vez , gostei muito ...",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,love restaur absolut love it .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,prato princip muito bom ! só a entrada que estava muito oleosa,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"my favorit restaur in brazil . the food here is outstand as long as the servic . if you are a girl alon they are even nicer ( not the case in everi countri i have been to unfortun ) . i have been taken care of veri well in a veri profession nice way . the food will cost you around 100real if you eat well and have a drink . my favorit dish is the shrimp jagadeira ( not sure of the spell ) the soup also wa amaz , the rice with the shrimp ... everyth is top chef worthi realli . veri creami though and almost everyth is with shrimp . bon appetit : )",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,delici seafood restaur . my shrimp meal wa amaz and it wa veri well serv . their own spici sauc is veri good .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"overli price for the type of food they offer , and servic wa also not the greatest .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito ruim não tem acessibilidad para cardeirant ou pessoa com dificuldad de mobilidad,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,✌,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito top . o que mata é a fila quilométrica .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,i order lagosta . what i got wa champignon with a littl piec of lagosta in the shell of a lagosta . expens cheat . i paid and they will never see me again .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,maravilhoso nota 10,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,achei muito bom,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito catupiri,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,👏👏👏👏,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent . muito bom .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"gosto muito do coco bambu . porém , ontem pedimo por deliveri pelo aplicativo e não veio a cocada ao forno como cortesia , conform prometido . ficamo chateado porqu adoramo essa cocada . e não há nenhum local no aplicativo em que possamo no manifestar com relação a qualquer assunto . precisam melhorar o aplicativo .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,coisa fina,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,vale apena conhec .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,perfeitoooooooooooo,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"sou client , muito bom",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,da até fomi tudo de bom,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,valeu apena,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"excel food ! ! ! all about shrimp ! ! ! amaz select , lot of room and good servic ! call ahead and reserv a tabl , i warn you ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,coco bambu muito show 👏🏻😃🤣🤣,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"amo ess restaurant , conheci a primeira vez em shop iguatemi alphavil . amei saber que aqui também tem.🤩",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,top demai 😍 parabén a todo 👏,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,💙,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muita aglomeração e não estão seguindo o protocolo do covid .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,eu achei o máximo,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,maravilhosa muito bom vc são show,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,adoooooroo ! ! ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito maravilhoso,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,tava tudo bom,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,local de encontro com prazer .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"nice food , attend is friendli , delici shrimp dish .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"beauti ambianc , veri good seafood !",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,bom demai como sempr,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"excel servic , qualiti and delici food , a littl pricey . recommend it .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent no modo total,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,maravilhoso ! ! ! eu já conhecia o de são paulo e fiquei encantada com o da gal . severiano .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,too expens for the halfway attent servic receiv and the food wa n't all that great . lobster tast like rubber . i 've had way better servic and tasti food at food truck on the side of the road .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"maravilhoso , ma muito cheio 😍",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito 4,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,não gostei do moscow mule,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent . nota 10 em tudo .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"the restaur is locat at shop casa & gourmet with easi and secur park . the restaur 's atmospher is veri good , with live music and excel servic . the varieti of seafood-bas dish is great and the season is veri good . to finish , the price is appropri for the type of food . gastronom experi that i recommend as a great option .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,as melhor,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,love it ! ! ! great comfort food !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,overpr . order a dish with rice and shrimp and it wa just too much rice .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"muito bomm mesmo , eu fui no dia 29 de janeiro , gostei muito , nunca tinha ido",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"adorei conhec aqui no rio de janeiro já conhecia em outro estado , amei",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,⁹ó⁶⁹ⁿ⁹⅞⁹9⁸9bem ⁸8⁸⁹,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"maravilhoso , aguardando próxima unidad",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,surreal ! sensacion !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,veri good food and servic . strongli recommend .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"muito bom , uma da melhor opçõ em fruto do mar no rio",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,sempr bom de ponta a ponta do brasil rsr,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,refinado,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,o de sp é infinitament melhor ! !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"muito bom , mai 01 do 13 que que fui !",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,sempr excelent,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"muito bom ma tão tirando o coro no cover especi , paguei 68 reai nem sabia que tinha isso pra mim é só cover rsrsrsr",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,sem legenda 1000000000000 ... 🍤,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,galeria gourmet,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"the restaur that ha brilliant servic and delici food , i would recommend to everyon to go and tri .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,esperava mai,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,ok obrigado,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,adorei ! ! amei ! ! sem palavra pra descrev ! voltarei mai mil veze ! recomendadíssimo ! ! ! o maitr luciano é maravilhoso ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"excelent , como os demai . já conhecemo de brasília e campina .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"não conhecia , fui por indicação e realment adorei .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"maravilhoso tudo , desd a entrada .",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent 👏😸😁,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,muito bom vale muito apena .,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"muito bom.nota 7,5",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,top bom demai,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,espetaculo,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,excelent em todo estado que possuem está maravilha gastronômica,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,nice place . good food ..,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,amoo,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,mano ess restaurant é o máximo ! amo demai !,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,bom pra levar a família,0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"melhor do brasil ! ! já pedi em casa vária veze , nunca decepciona ! hoje já vou pedir no jantar",0,0,0,0,0,0,0,0
Coco Bambu Botafogo,"excelent , já tinha ouvido falar que era bom e fui conferir . pedi e gostamo muito . super recomendo !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,show em tudo,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"excelent , inesquecível , surpreend , magnifico , esplêndido etc… ..",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,delicia 😋,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,mayara,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,mayara foi maravilhosa no atendendo ! amei !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,taua,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,esperava bem mai,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,natasha ! você é maravilhosa !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,mayara foi super receptiva e super carismática ! parabén,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,o rafael é muito prestativo e no indic sobremesa excelent ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,leon / excelent,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,sensacion ! ! ! leon,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"maravilhosa , e a val é 10 !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,tauan,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"excelent , gostei muito de tudo",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,leon como pessoa e como profission excelent pessoa . nota 1000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,dudu e excelent .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,tauan,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,claudinei e felip no atenderam super bem,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"ótimo antendimento do dudu , pessoa maravilhosa , nota miiiil",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"muito bem servido , com bastant atenção",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent em todo os aspecto !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,cleydson,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito bom atendim pelo jhonni e denilson,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,o leon merec todo reconhecimento . parabén,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,poderia estar um pouco mai clara,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,daniel nota 100,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito boa recepcionista juliana,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,alessandro sensacion 🤍🙏🏻,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,ótimo atendendo do alex da loja de niterói,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"ótima ! mayara , foi excelente…🥰🥰🥰",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito agradável . daniel muito simpático !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,o deliveri é muito ruim . teve mai de 1 hora de atraso e não teve um pedido de desculpa . nunca mai .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent ! ! ! ! muito bom ! ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"natasha , moça super prestativa , sempr limpando a mesa e ajudando em que for preciso !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent isabel,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"tive uma tratamento de excelência pelo rafael , a casa estar de parabén ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"fui muito bem recepcionada pela edna , maravilhosa , agenciosa e merec atend todo que frequenta ( detail : nunca vi na vida ) mai é maravilhosa",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,daniel,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,almoço maravilhoso servido pelo rafael .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent profission edna,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,good food but servic wa extrem too slow ... i had to request thing 2 or 3 time as they took too long to be deliv ... includ the check and the payment ...,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,foi maravilhosaaaaaa,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,parabén ao garço messia e alan .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,messia e lean tudo certo 👍👍,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,garsom roberto 10,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,boa ! ! rômulo e luiz foram excelent,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,alessandro e josé lui são excepcionai !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,edna absolutament perfeita ! obg ! 1000 estrela,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"garcom roberto , muito atenciosament , gentil e prestativo",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,chefe vitor atend super bem no bar,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito bom como sempr a val e muito simpática e eficient parabén,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"a experiência foi excelent , da entrada até a saída . o adilson e todo seu colega no atenderam de forma cuidadosa e perfeita . nota 10 !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito bom ! ! ! edvaldo nota 10000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,fui muito bem adentido pelo dudu vc tem um excelent profission graça a deu,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,tudo ótimo ! ! ! o luiz gonzaga é 10 ! ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"val e lui , unidad nort shop muito solícito , ma principalment a val sempr solicita gentil e muito ágil .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,foi maravilhoso ! vou voltar mai veze !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,natália e lui são excelent !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,great custom servic ! food is delici and luiz gonzaga the bartend is veri friendli . thank 🙏🏼,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,amei as dica do luiz e do gonzaga !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,boa hospitalidad ! gonzaga foi ótimo !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,pela cordialidad e simpatia da senhorita débora,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,romário e roberto 100 % na dupla de ataqu do coco ! nota 10 !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,show de bola maurício e josé lui 👏👏,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,romário,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent profission . atendimentoa maravilhoso . daniel meu xara .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,garçonet thai do coco bambu nort shop foi 1000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,incrível .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,positiva com o metr messia !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,muito bom ! adilson nota 10,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"tudo ótimo , a garçonet val é um diferenci .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,show de bola roberto gent da gent,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,natasha é nota dez .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"não sei porqu pediram sugestão pq eu nunca fui ness lugar ma não descarto a possibilidad . provavelment eu passei perto e talvez o googl acredita que eu estiv lá . tô precisando de dinheiro pra ir . hahaha dizem que a comida é boa ma é caro . não sei ainda , não tive coragem de olhar o cardapio heheh . vão e me contem .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,maravilhoso ! bom demai ! ! amei !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,aaa,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,nota 1.000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,exatament lugar pra comer uma boa recuperação,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,minha família e eu agradecemo ao rafael pela atenção e profissionalismo !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,foi legal .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia no ajud muito . extremament solidária , prestativa , no socorrendo na dificuldad que tivemo com o fecho eclair show . nota 10 .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,bom paca .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia , profission dedicada , exemplar e educadíssima ! ! nota 1milhao ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"muito bom , minha filha ador o parquinho !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,leon,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,sempr fico satisfeita . não tem erro . tudo delicioso .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"garson muito simpático , e solicito . está de parabén ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia você tem a funcionária mai simpática que exista,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia , ótima pessoa . super receptiva ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,garson claudinei ótimo,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia excelent profission 👏👏👏,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,ótima avaliação a senhorita patrícia malaquia,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia perfeitaaaa ! nota miil !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia pessoa maravilhosa ...,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia maravilhosa nota mil parabén coco bambu,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia está de parabén . poi o seu trabalho deixa o local impecável .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia super gentil e atensiosa,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia ! gentileza em pessoa ! ! 🙏🏽😘,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,thai achei ótimo,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia . ótima profission . nota mil,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia 100000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"quero agradec pela dona marli pelo carinho que ela teve cmg , simplesment encantada",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,cool ! muito boa !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"muito bom , rafael um profission muito simpático .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia foi super gentil comigo ❤️,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patricia malaquia , um amor de pessoa , muito gentil e prestativa !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia foi super prestativa . maravilhosa .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"weliton é nota 10 . tudo ótimo , como sempr !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"funcionária patrícia malaquia , uma profission extraordinária 😍 deu assistência com toda sua educação e simpatia",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,adorei patricia malaquia ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia maravilhosa uma funcionária exemplar nota 1000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent patrícia malaquia,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,rafael e muito brabo e a valdiren tbm só tenho agradec,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,quero agradec a patricia malaquia poi foi extremament simpática e agradável ! muito obrigada ! nota 1000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia é uma pessoa muito gentil , cuidadosa e simpática",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia maravilhosa . limpeza excelent,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"maravilhosa , como sempr . daniel e gonzaga arrasam !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,a garçonet mariana é maravilhosa aaaaaaaaa nota mil,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"é muito bom vir aqui , faltava era ficar rica pra poder vir sempr",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,mayara e wellington foram maravilhoso estão de parabén super fomo bem recebido por ele .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,a faxineira patrícia malaquia foi super simpática comigo e minha família . a dona super gent boa,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,atent raphael super simpático e solicito .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia , ótima , super profission e dedicada .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,a patrícia malaquia é maravilhosa ! muito simpática . você estão de parabén !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,gostaria de parabenizar o trabalho da patrícia malaquia .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"funcionária patrícia malaquia arrasa muito na limpeza ! o que tem de caprichosa , tem de simpática ! amei ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia , excelent funcionária , muito simpática",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia sempr muito simpática , adorei conhec .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"quero deixar registrado que a patrícia malaquia é a melhor pessoa do coco bambu nort shop ! alto astral , simpática e muito competent ! ! ❤️",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia é 1000 ! 😍 excelent profission,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,queria deixar um comentário a part respeito da funcionária patrícia malaquia . que anjo de pessoa ! um amor ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia é um ser humano diferenciado . parabén pela energia q contagia ! ! !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"venho com muito prazer elogiar a funcionária patrícia malaquia ! trabalho excepcion , um amor de pessoa . ❤️",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia simplesment deixou a pessoa que eu mai amo feliz pela gentileza e bondad . teria 10 estrela se eu pudess dar !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patricia malaquia , parabén pela limpeza",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia maravilhosa , simpática , uma profission excelent ! ! ! ❤️❤️❤️",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia está com nota 10 . muito receptiva , simpática . nota mil . esta de parabén .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia foi maravilhosa ! sempr simpática,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,local perfeito e agradavel,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia muito simpática , faz seu trabalho com excelência !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"fui surpreendida pela simpatia da auxiliar patrícia , o toilet impecável ! ! ! ! nota mil",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia muito gentil .,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia um exemplo de funcionária nota mil .. parabén coco bambu pela patrícia ❤️🥰,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia , super gentil .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"a patrícia malaquia está de parabén pelo trabalho , educação e respeito .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patrícia malaquia é uma excelent profission , simpática , organizada e com um lindo sorriso no rosto . parabén ! ! !",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"daniel e ricardo no atenderam super bem ! obrigada por tanto e não poderia deixar de agradec ao josé luí que é um ser humano maravilhoso , que energia ! já quero voltar viu 🥰",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patricia malaquia uma fofa , super simpática , o toalhet estava impecável .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia nota 100000,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,excelent atendimebto do garcon roberto !,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patrícia malaquia nota10,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patricia malaquia , super educaca e alto astral",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,patricia malaquia é muito simpática e prestativa . nota 10,0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"patricia excelent profission , super carismática e simpática .",0,0,0,0,0,0,0,0
Coco Bambu Norte Shopping Rio,"boa tard , gostaria de citar a patrícia pelo trabalho de excelência .",0,0,0,0,0,0,0,0
